,Num Nodes
Threads
,100.0,500.0,1000.0,2500.0,5000.0,7500.0,10000.0,25000.0,100000.0
1,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
2,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
3,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
4,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
5,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
6,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
7,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
8,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
9,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
10,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
11,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
12,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
13,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
14,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
15,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
16,0.434729,0.435714,0.435761,0.435778,0.435781,0.435782,0.435782,0.435782,0.001004
